GPS纬度,GPS经度,谷歌地图纬度,谷歌地图经度,百度纬度,百度经度,地址,邮编,关键词
46.596453755,125.0053886074,46.5983891355,125.0121477741,46.604545,125.018653,黑龙江省大庆市萨尔图区中桥路49号,-,大庆站
0,0,0,0,0,0,-,-,东胜站
40.008746887,116.328692136,40.0100534668,116.3348290302,40.015734,116.341475,北京市海淀区荷清路,-,大石桥站
40.1190691771,113.2961229622,40.1202628928,113.3031342566,40.126337,113.309648,山西省大同市城区站北街,-,大同站
37.454647117,118.4664423205,37.4555158923,118.4723700024,37.461403,118.478904,山东省东营市东营区玉山路,-,东营站
0,0,0,0,0,0,-,-,大杨树站
26.2353355682,107.5110772336,26.2319577659,107.5152936662,26.23825,107.521693,贵州省黔南布依族苗族自治州都匀市G210(剑江南路),-,都匀站
32.6849815382,112.0646789869,32.6830447017,112.0708212455,32.689385,112.07725,河南省南阳市邓州市团结路,-,邓州站
31.2007567143,107.4489597729,31.1986689094,107.4536750963,31.204344,107.460252,四川省达州市通川区铁中路,-,达州站
37.4486138959,116.282726666,37.4493463934,116.2884719577,37.455696,116.294888,山东省德州市德城区自强路,-,德州站
41.8971333742,101.0321034018,41.8989341008,101.0342169826,41.905226,101.040625,内蒙古自治区阿拉善盟额济纳旗,-,额济纳站
0,0,0,0,0,0,-,-,二连站
30.3512831966,109.4799883725,30.348769481,109.4849075438,30.354519,109.491446,湖北省恩施土家族苗族自治州恩施市G209(呼北线),-,恩施站
27.2852392588,120.1852823765,27.2820832325,120.1896436483,27.287819,120.196216,福建省宁德市福鼎市海城路,-,福鼎站
18.3103969856,109.4020826589,18.3088945969,109.4063634645,18.314802,109.412878,海南省三亚市凤凰路,-,凤凰机场站
34.6328320862,110.3052085521,34.6317198717,110.3105354192,34.63763,110.317065,山西省运城市芮城县黄河路,-,风陵渡站
29.7035448055,107.3290134209,29.7009821916,107.3335141676,29.706677,107.340106,重庆市涪陵区,-,涪陵站
47.2085314275,123.6395390278,47.2105392997,123.6461265331,47.216264,123.652761,黑龙江省齐齐哈尔市富拉尔基区红岸大街,-,富拉尔基站
41.8861820838,123.9122482345,41.8882669431,123.9179506109,41.894027,123.924543,辽宁省抚顺市顺城区新华大街27号,-,抚顺北站
23.0498686215,113.0984202625,23.0473462294,113.1039080621,23.053022,113.110491,广东省佛山市禅城区Y013(文昌西路),-,佛山站
0,0,0,0,0,0,-,-,阜新南站
32.916723527,115.8628861422,32.9146791166,115.8681486363,32.92034,115.87476,安徽省阜阳市颍东区向阳北路,-,阜阳站
36.3832493987,94.9061990643,36.3827656806,94.9070895576,36.388925,94.913548,青海省海西蒙古族藏族自治州格尔木市迎宾路,-,格尔木站
0,0,0,0,0,0,-,-,广汉站
37.9167371215,112.1580581246,37.9175074146,112.1647153674,37.92344,112.171212,山西省太原市古交市迎宾路7,-,古交站
25.3317333878,110.2975795364,25.3289068104,110.3021768427,25.33501,110.308686,广西壮族自治区桂林市叠彩区金河路,-,桂林北站
0,0,0,0,0,0,-,-,古莲站
25.2638822095,110.2782163942,25.2610345942,110.2827815139,25.267361,110.28921,广西壮族自治区桂林市象山区中山南路,-,桂林站
31.9173246436,115.6643141311,31.9151663781,115.6695980829,31.921516,115.676024,河南省信阳市固始县香樟大道,-,固始站
31.6337682495,114.0312403504,31.6318043947,114.0369963709,31.637717,114.043531,湖北省随州市广水市G107(京深线),-,广水站
0,0,0,0,0,0,-,-,干塘站
0,0,0,0,0,0,-,-,广元站
23.3796181367,113.1991889764,23.3770724235,113.2045802165,23.382816,113.211108,广东省广州市花都区站前路1号,-,广州北站
25.822366115,114.9598144934,25.8192275724,114.964583461,25.825579,114.971049,江西省赣州市章贡区站东大道46号,-,赣州站
43.5064724888,124.80593427,43.5088884824,124.81201752,43.515132,124.818409,吉林省四平市公主岭市西七道街,-,公主岭站
43.4711046525,124.8096020235,43.4735261397,124.8156799091,43.479781,124.822101,吉林省四平市公主岭市G1(京哈高速),-,公主岭南站
33.6501723772,119.0276825683,33.6488237719,119.0331703679,33.65519,119.039613,江苏省淮安市淮阴区珠海路28号,-,淮安站
33.9683628589,116.7983601722,33.9669525541,116.8037567768,33.972692,116.810343,安徽省淮北市相山区长山路桥,-,淮北站
0,0,0,0,0,0,-,-,鹤北站
0,0,0,0,0,0,-,-,淮滨站
39.9483473767,116.3881384222,39.9497455751,116.3943772404,39.956096,116.400764,北京市东城区鼓楼大街68号,-,河边站
32.1139046273,115.0966406244,32.1119873258,115.102294721,32.118062,115.108769,河南省信阳市潢川县广场南路,-,潢川站
35.4841487195,110.4362842821,35.4839870906,110.4418686413,35.489731,110.448424,陕西省渭南市韩城市普照西路,-,韩城站
36.602273618,114.470280954,36.602549243,114.4762944666,36.608876,114.482671,河北省邯郸市丛台区军供路,-,邯郸站
44.8121523039,129.0663544004,44.8144205008,129.0735158985,44.820197,129.080124,黑龙江省牡丹江市海林市绥满路,-,横道河子站
47.3378097843,130.2764855302,47.3402271228,130.2843068517,47.346188,130.290824,黑龙江省鹤岗市向阳区东解放路15号,-,鹤岗站
41.812304506,123.388607019,41.814739498,123.3947385488,41.82064,123.401299,辽宁省沈阳市皇姑区天山南路21号,-,皇姑屯站
40.5503976751,116.3184538481,40.5518161407,116.3246336577,40.557571,116.33124,北京市延庆县S323(延琉路),-,红果站
50.2315714876,127.4929586345,50.2333284639,127.5004044467,50.238933,127.506996,黑龙江省黑河市爱辉区铁路街,-,黑河站
27.5605836493,109.9627736252,27.5571547358,109.9673226517,27.562933,109.97388,湖南省怀化市鹤城区鹤州北路1,-,怀化站
30.6215383693,114.2489659118,30.6190965011,114.2543893383,30.625339,114.260848,湖北省武汉市江汉区银墩路,-,汉口站
40.7527019347,120.8629448583,40.7541446019,120.8680786064,40.760235,120.874539,辽宁省葫芦岛市连山区中央路,-,葫芦岛站
49.2281929188,119.7369994875,49.2301546128,119.7443755623,49.236434,119.750783,内蒙古自治区呼伦贝尔市海拉尔区铁路一道街,-,海拉尔站
45.5322546584,119.6628018268,45.5340960318,119.6694215186,45.539991,119.675997,内蒙古自治区通辽市霍林郭勒市锡林大街,-,霍林郭勒站
47.46487906,126.9875570496,47.467174843,126.9940962752,47.473059,127.000674,黑龙江省绥化市海伦市雷炎大街,-,海伦站
35.6132239307,111.3521841481,35.6131236215,111.3584766104,35.619457,111.364874,山西省临汾市侯马市新田路,-,侯马站
42.847947071,93.5043093989,42.8495201916,93.5059830973,42.855644,93.512431,新疆维吾尔自治区哈密地区哈密市前进西路,-,哈密站
32.6337189601,117.0138260919,32.6317268316,117.0193085271,32.637822,117.025817,安徽省淮南市田家庵区舜耕中路131,-,淮南站
0,0,0,0,0,0,-,-,桦南站
30.4412713032,120.3872452577,30.4390281584,120.3918479284,30.444946,120.398365,浙江省嘉兴市海宁市客专线,-,海宁西站
0,0,0,0,0,0,-,-,鹤庆站
40.4080299716,116.6866438675,40.4092514383,116.6926627445,40.414922,116.699291,北京市怀柔区,-,怀柔北站
40.3159849163,116.6430281631,40.3171057495,116.6489290229,40.323356,116.655361,北京市怀柔区府前东街,-,怀柔站
0,0,0,0,0,0,-,-,黄石东站
40.2759301771,117.0665598198,40.2773545567,117.0730829522,40.28314,117.079672,北京市平谷区大华山大街122号,-,华山站
29.7246395207,118.3171448575,29.7222031948,118.3223054276,29.728554,118.328719,安徽省黄山市屯溪区前园北路33号,-,黄山站
30.1566849618,114.9357985491,30.153994761,114.9408464665,30.160254,114.947322,湖北省黄石市大冶市金桥大道,-,黄石站
37.7434676035,115.6849899424,37.7441378621,115.6909068955,37.750386,115.697348,河北省衡水市桃城区中心街1号,-,衡水站
26.8934124209,112.6258496226,26.8898339511,112.631090659,26.895609,112.637677,湖南省衡阳市珠晖区广西路,-,衡阳站
35.2311381423,115.5009483927,35.2307043343,115.5067419642,35.236354,115.51332,山东省菏泽市牡丹区中华路,-,菏泽站
24.4572531698,111.5339944518,24.4542745262,111.5391711151,24.459936,111.545717,广西壮族自治区贺州市八步区永丰路,-,贺州站
33.0917171513,107.0256074711,33.0898701499,107.0301457689,33.096181,107.036551,陕西省汉中市汉台区站前路,-,汉中站
23.1540867802,114.4112576141,23.1516157751,114.416235794,23.157286,114.422804,广东省惠州市惠城区惠州大道57,-,惠州站
27.1085476422,115.01602237,27.1052671368,115.0210810162,27.110946,115.027673,江西省吉安市青原区车站广场南路,-,吉安站
0,0,0,0,0,0,-,-,集安站
0,0,0,0,0,0,-,-,江边村站
35.4761720887,112.8674404203,35.47573083,112.8735290348,35.481494,112.880088,山西省晋城市城区迎宾街,-,晋城站
24.7022667268,108.060838486,24.6994840835,108.0650656474,24.705174,108.071634,广西壮族自治区河池市金城江区解放西路4号,-,金城江站
29.2881409582,117.2165510023,29.2854600839,117.2218134964,29.291708,117.228263,江西省景德镇市珠山区通站路,-,景德镇站
0,0,0,0,0,0,-,-,嘉峰站
50.4188274666,124.1185869902,50.4205398365,124.1262205571,50.426229,124.13285,内蒙古自治区呼伦贝尔市鄂伦春自治旗世纪大道,-,加格达奇站
26.7313131203,114.2921592494,26.7279209321,114.2972661754,26.733592,114.30384,江西省吉安市井冈山市迎宾大道,-,井冈山站
43.7230420477,127.3450564105,43.7256318304,127.3513971526,43.73153,127.357973,吉林省吉林市蛟河市铁西街,-,蛟河站
29.1170219411,119.7340430534,29.1142194546,119.7388388431,29.120471,119.745273,浙江省金华市金东区金瓯路,-,金华南站
29.1132093174,119.6310393048,29.110238117,119.6357224417,29.116588,119.642135,浙江省金华市婺城区后丰路,-,金华站
29.7072286407,116.0008047984,29.7046753455,116.0058741734,29.710602,116.012415,江西省九江市浔阳区长虹大道226号-10,-,九江站
43.8564236453,126.5714646402,43.85864417,126.5771241012,43.864757,126.583584,吉林省吉林市昌邑区中康路,-,吉林站
31.0532492371,112.2060768205,31.0510480591,112.2118972141,31.057262,112.218311,湖北省荆门市东宝区金龙泉大道4号,-,荆门站
46.8023975466,130.3753129991,46.804718325,130.3832469734,46.810368,130.389884,黑龙江省佳木斯市佳木斯市站前路,-,佳木斯站
35.3929907663,116.5956542888,35.3925272027,116.6009382406,35.398438,116.607464,山东省济宁市市中区车站南路,-,济宁站
41.0296188673,113.0925407845,41.0314398726,113.099836393,41.037129,113.106447,内蒙古自治区乌兰察布市集宁区民建大街辅路,-,集宁南站
39.6447456472,98.4509087973,39.6456751085,98.4516812735,39.651423,98.458302,甘肃省酒泉市肃州区解放路,-,酒泉站
28.7749506913,118.6390121342,28.7717158184,118.6437703731,28.777622,118.650291,浙江省衢州市江山市环城西路1,-,江山站
28.3278921091,109.7303724014,28.3245017191,109.7350984537,28.33019,109.741693,湖南省湘西土家族苗族自治州吉首市文溪巷,-,吉首站
39.9707290772,116.4865539401,39.9719994223,116.4926264613,39.978102,116.499085,北京市朝阳区将台路14号102号,-,九台站
0,0,0,0,0,0,-,-,镜铁山站
45.3025498276,130.9706703432,45.3047005696,130.978110791,45.310333,130.984769,黑龙江省鸡西市鸡冠区兴国中路138号,-,鸡西站
40.025423494,117.3914010447,40.026844909,117.3980690163,40.032737,117.404624,天津市蓟县渔阳南路辅路,-,蓟县站
30.0582598208,118.5791269824,30.0556040401,118.5839710519,30.061699,118.590457,安徽省宣城市绩溪县扬之南路,-,绩溪县站
0,0,0,0,0,0,-,-,嘉峪关站
31.7840749628,104.7667047158,31.7818817341,104.7695263997,31.788119,104.775939,四川省绵阳市江油市建设北路,-,江油站
41.1222254404,121.1352945026,41.1242823779,121.1409271415,41.129931,121.147527,辽宁省锦州市凌河区延安路四段2-5号,-,锦州站
39.0869643021,121.7222966965,39.0880011848,121.7274304446,39.093749,121.73401,辽宁省大连市金州区中长街2号,-,金州站
41.7454648622,86.1925259409,41.7468938413,86.1950633106,41.752853,86.201564,新疆维吾尔自治区巴音郭楞蒙古自治州库尔勒市生活路,-,库尔勒站
34.7719410598,114.3471654373,34.7710949902,114.3530662971,34.777435,114.359461,河南省开封市开封市中山路南段,-,开封站
0,0,0,0,0,0,-,-,岢岚站
26.6063648317,107.9722961258,26.6027868122,107.9763891768,26.608861,107.982867,贵州省黔东南苗族侗族自治州凯里市清江路88,-,凯里站
39.4922117683,76.0463421134,39.4926050589,76.0494695692,39.49866,76.055974,新疆维吾尔自治区喀什地区喀什市G315(西莎线),-,喀什站
31.3550466271,120.946545337,31.3529302952,120.9507564052,31.359294,120.957208,江苏省苏州市昆山市站南一路,-,昆山南站
44.4027146951,84.8982337719,44.4035157302,84.9005887514,44.409265,84.907227,新疆维吾尔自治区伊犁哈萨克自治州奎屯市团结南街,-,奎屯站
42.5440194362,124.0262997377,42.5463395298,124.0324044454,42.552118,124.039012,辽宁省铁岭市开原市铁东路,-,开原站
31.7170823384,116.4950212787,31.715097359,116.5001818488,31.721337,116.506623,安徽省六安市裕安区解放南路,-,六安站
34.5120839587,110.8925415268,34.5106563199,110.8979488602,34.516875,110.904364,河南省三门峡市灵宝市尹溪路,-,灵宝站
30.8874789345,121.8467883689,30.885154139,121.8509511573,30.890802,121.857551,上海市浦东新区老芦公路1855号,-,芦潮港站
39.8158302992,116.4486993177,39.817190148,116.4548791273,39.822837,116.461468,北京市大兴区小红门路85号,-,隆昌站
0,0,0,0,0,0,-,-,陆川站
0,0,0,0,0,0,-,-,利川站
27.9624056567,116.2495577205,27.9591222989,116.2544125188,27.965215,116.260909,江西省抚州市临川区站前路,-,临川站
39.901397865,116.7423085152,39.9026201263,116.748375672,39.90889,116.754799,北京市通州区通胡南路,-,潞城站
0,0,0,0,0,0,-,-,鹿道站
27.7428774328,112.0008752005,27.7395636667,112.0063951867,27.745342,112.012999,湖南省娄底市娄星区氐星路,-,娄底站
36.0871049312,111.5309880775,36.0869748661,111.5371947092,36.092623,111.543767,山西省临汾市尧都区迎春北街,-,临汾站
39.7181689729,115.9315942231,39.7191881329,115.9375058118,39.725436,115.943944,北京市房山区,-,良各庄站
40.4570220917,116.0277400407,40.4583896061,116.0340164098,40.464759,116.040435,北京市延庆县滨河南路,-,临河站
33.5723443745,114.0365785959,33.5709142271,114.0425438287,33.576667,114.049123,河南省漯河市源汇区马路街东段,-,漯河站
39.9724547259,116.2601243225,39.9736716266,116.2661592928,39.979945,116.272588,北京市海淀区北坞村路辅路,-,绿化站
41.3267961834,117.7444553267,41.3287622368,117.7510642898,41.334657,117.757627,河北省承德市隆化县北安路,-,隆化站
0,0,0,0,0,0,-,-,丽江站
0,0,0,0,0,0,-,-,临江站
39.7579158653,116.5453470026,39.7590046954,116.551178125,39.764901,116.557728,北京市通州区兴华大街18号,-,龙井站
37.5675118532,111.131439073,37.568324068,111.1378280949,37.574541,111.144251,山西省吕梁市离石区西安路,-,吕梁站
27.6732175521,113.5058381308,27.6699301624,113.5114600409,27.676245,113.517853,湖南省株洲市醴陵市三刀石路,-,醴陵站
37.4434855275,110.9259897017,37.4439242337,110.931729629,37.44961,110.938356,山西省吕梁市柳林县G20(青银高速),-,柳林南站
40.921720221,117.3100826216,40.9234105038,117.3166754914,40.929204,117.323284,河北省承德市滦平县滦安路,-,滦平站
26.5950031509,104.8490322033,26.5913624606,104.8515588442,26.597391,104.858032,贵州省六盘水市钟山区水西北路,-,六盘水站
0,0,0,0,0,0,-,-,灵丘站
38.8070394345,121.247161748,38.8079215556,121.2523276826,38.813584,121.258966,辽宁省大连市旅顺口区井岗街9号,-,旅顺站
39.7436712911,116.5359927265,39.7447809038,116.541850671,39.750857,116.548336,北京市通州区Y516(景盛北三街),-,兰溪站
0,0,0,0,0,0,-,-,陇西站
29.822109747,111.5990411073,29.8193454348,111.6045396358,29.825663,111.610953,湖南省常德市澧县X008,-,澧县站
39.9317395733,116.3474652014,39.9330805913,116.3536342821,39.938862,116.360217,北京市西城区车公庄大街丙1,-,临西站
25.0987880928,117.0015745051,25.0959705076,117.006359566,25.102331,117.012833,福建省龙岩市新罗区人民西路,-,龙岩站
26.4074640087,112.817384553,26.4040094813,112.822748971,26.410085,112.829235,湖南省衡阳市耒阳市城北西路,-,耒阳站
34.6866037246,112.4299159087,34.6856861504,112.4362351931,34.69201,112.442625,河南省洛阳市西工区道南路60号,-,洛阳站
34.7188791936,119.3351223655,34.7180546582,119.3407603688,34.723729,119.347399,江苏省连云港市连云区五羊路,-,连云港东站
34.6972041965,112.4801780537,34.6962118676,112.4863793209,34.701943,112.492957,河南省洛阳市瀍河回族区东新安街81号,-,洛阳东站
35.037168623,118.3383394287,35.0366590726,118.3440418051,35.042747,118.350529,山东省临沂市兰山区沂蒙路,-,临沂站
34.5948760142,112.4524437926,34.5938337894,112.4586933396,34.59989,112.465179,河南省洛阳市洛龙区环镇线,-,洛阳龙门站
39.9360145733,116.3433002014,39.9373555913,116.3494692821,39.943137,116.356052,北京市西城区西直门外大街桃柳园西巷16号,-,柳园站
41.2334620283,119.3774413367,41.2355719946,119.3839430114,41.241858,119.390354,辽宁省朝阳市凌源市红山路西段,-,凌源站
42.9024615446,125.1225716893,42.9050079158,125.1290036265,42.911134,125.135453,吉林省辽源市龙山区西宁大路1708,-,辽源站
0,0,0,0,0,0,-,-,立志站
24.3101543318,109.3844953562,24.3074752615,109.3890872981,24.313239,109.395643,广西壮族自治区柳州市柳南区南站路6号,-,柳州站
41.5568648516,122.7661863426,41.5590644791,122.7715829471,41.56533,122.77802,辽宁省沈阳市辽中县,-,辽中站
31.1485571754,114.9587076129,31.1462846255,114.9638896406,31.152626,114.970314,湖北省黄冈市麻城市站前路,-,麻城站
49.0914988196,121.0534879807,49.0936346844,121.0603115204,49.09992,121.066738,内蒙古自治区呼伦贝尔市牙克石市,-,免渡河站
44.5881604109,129.605903748,44.5900972518,129.6129525933,44.596346,129.619362,黑龙江省牡丹江市爱民区太平路,-,牡丹江站
51.232629873,120.8031480219,51.2340306278,120.8100412991,51.240128,120.81647,内蒙古自治区呼伦贝尔市额尔古纳市,-,莫尔道嘎站
32.7721674385,117.9836387,32.7701649028,117.9890943131,32.776087,117.995662,安徽省滁州市明光市车站路101号,-,明光站
0,0,0,0,0,0,-,-,满归站
52.9883408842,122.5045696863,52.9899780246,122.511752642,52.996309,122.518061,黑龙江省大兴安岭地区漠河县S207(加漠公路),-,漠河站
21.6460044108,110.9234098199,21.6432321768,110.9279052022,21.649008,110.934473,广东省茂名市茂南区站前四路,-,茂名站
0,0,0,0,0,0,-,-,茂名西站
45.5487559752,131.8672436578,45.550885944,131.8745982749,45.557269,131.880933,黑龙江省鸡西市密山市光复街,-,密山站
0,0,0,0,0,0,-,-,马三家站
25.322557797,107.4558746187,25.3197891715,107.4601822464,25.325468,107.466756,贵州省黔南布依族苗族自治州独山县S206,-,麻尾站
31.4614091462,104.7147266516,31.459189821,104.7174356827,31.464948,104.72403,四川省绵阳市涪城区梅花东街,-,绵阳站
24.2616226079,116.1264833396,24.2590013783,116.131300587,24.265091,116.137802,广东省梅州市梅江区彬芳大道南段,-,梅州站
49.5826199285,117.4421260963,49.5845989909,117.4504033933,49.59072,117.456842,内蒙古自治区呼伦贝尔市满洲里市南二道街,-,满洲里站
29.850369934,121.5817897179,29.8477504136,121.5858934977,29.853855,121.59235,浙江省宁波市江东区潘火高架桥,-,宁波东站
29.8640552932,121.5321371089,29.8615339879,121.5363589059,29.867603,121.542826,浙江省宁波市海曙区尹江路192号,-,宁波站
40.2708732725,117.1386418691,40.2723017451,117.1452079167,40.278358,117.151674,北京市平谷区熊东路,-,南岔站
30.809648477,106.0816798724,30.807353994,106.0856870927,30.813659,106.092083,四川省南充市顺庆区G212(铁欣路),-,南充站
0,0,0,0,0,0,-,-,南丹站
40.7659966533,117.0618581923,40.7676585157,117.0684456976,40.773446,117.075031,河北省承德市滦平县X516,-,南大庙站
0,0,0,0,0,0,-,-,南芬站
48.479316272,124.8417821192,48.481261352,124.8486110234,48.486869,124.855246,黑龙江省齐齐哈尔市讷河市康安路,-,讷河站
0,0,0,0,0,0,-,-,嫩江站
29.5906868664,105.0343276963,29.5880512219,105.0374444232,29.594003,105.043961,四川省内江市市中区铁站街1号,-,内江站
40.0442142217,116.5899358513,40.0452614921,116.5957347872,40.051024,116.602307,北京市朝阳区燕翔西路26号,-,南平站
32.0704032371,120.856043473,32.0682575905,120.8603028209,32.074365,120.866798,江苏省南通市港闸区永兴大道,-,南通站
33.0003950256,112.5062017936,32.9984829386,112.5121294755,33.004233,112.518676,河南省南阳市卧龙区铁东街,-,南阳站
0,0,0,0,0,0,-,-,碾子山站
33.7208414753,113.2979220826,33.7193825882,113.304176994,33.72546,113.31068,河南省平顶山市湛河区南环路,-,平顶山站
41.1955480421,122.0558223527,41.1976673723,122.0612940592,41.203779,122.067803,辽宁省盘锦市双台子区双兴北路256号,-,盘锦站
0,0,0,0,0,0,-,-,平凉站
0,0,0,0,0,0,-,-,平凉南站
0,0,0,0,0,0,-,-,平泉站
25.2872104647,113.0485239976,25.2844991297,113.0540922635,25.290741,113.06054,广东省韶关市乐昌市金鸡中路38号,-,坪石站
27.6503834271,113.8359487818,27.6470096,113.841302471,27.652923,113.847828,江西省萍乡市安源区站东路,-,萍乡站
0,0,0,0,0,0,-,-,凭祥站
0,0,0,0,0,0,-,-,郫县西站
26.5468717041,101.8495841852,26.54320543,101.851005756,26.549228,101.857516,四川省攀枝花市仁和区彩虹路88号,-,攀枝花站
30.2442296448,115.4401634928,30.2418755574,115.4456566569,30.248201,115.452075,湖北省黄冈市蕲春县广场西路18号,-,蕲春站
30.8943710145,103.6043838362,30.8917334484,103.6063954931,30.897546,103.612953,四川省成都市都江堰市S106,-,青城山站
36.0644194141,120.3074660612,36.0645668584,120.3124925209,36.070328,120.319084,山东省青岛市市南区广州路52号-乙,-,青岛站
37.0632403202,115.6807048127,37.0636598405,115.6865252062,37.070002,115.692921,河北省邢台市清河县G308(渤海路),-,清河城站
25.5292764133,103.790424173,25.5262800229,103.7924626519,25.532557,103.798873,云南省曲靖市麒麟区建宁西路,-,曲靖站
29.4460305628,108.7861758769,29.4432884989,108.7905371488,29.449045,108.79711,重庆市黔江区黔洲大道,-,黔江站
0,0,0,0,0,0,-,-,前进镇站
47.337484949,123.9883861252,47.3396623762,123.995107741,47.345548,124.001685,黑龙江省齐齐哈尔市铁锋区站前大街136号,-,齐齐哈尔站
45.8094512944,130.894796078,45.8114741723,130.902188246,45.817778,130.908557,黑龙江省七台河市新兴区站前街,-,七台河站
0,0,0,0,0,0,-,-,沁县站
24.9240195607,118.6351952876,24.9210521312,118.6396638478,24.926956,118.646184,福建省泉州市丰泽区城华南路辅路,-,泉州东站
28.9263959105,118.8764317316,28.9232642985,118.8811953348,28.929165,118.887732,浙江省衢州市柯城区站前一路,-,衢州站
24.9758979989,118.5624418132,24.9729463623,118.5669318311,24.979293,118.573378,福建省泉州市南安市普贤路,-,泉州站
0,0,0,0,0,0,-,-,融安站
0,0,0,0,0,0,-,-,汝箕沟站
25.8664870762,116.0503790618,25.8635764617,116.0552875043,25.869839,116.061745,江西省赣州市瑞金市G206(鹅岭脑大道),-,瑞金站
35.404056434,119.5272975355,35.4037634635,119.5327263265,35.410001,119.539144,山东省日照市东港区海滨五路1号,-,日照站
45.3936945845,126.2867620392,45.3958532114,126.2929847641,45.401498,126.299648,黑龙江省哈尔滨市双城市站前街,-,双城堡站
44.4041159661,131.1293069644,44.4064922105,131.1370424552,44.412647,131.143478,黑龙江省牡丹江市绥芬河市兴佳路,-,绥芬河站
24.7971122005,113.5992207517,24.7940539925,113.6044081439,24.799969,113.610917,广东省韶关市浈江区站南路,-,韶关东站
39.9991064928,119.7615607103,40.0004050454,119.7674615702,40.006758,119.773866,河北省秦皇岛市山海关区货场后街,-,山海关站
46.64265532,127.0091260234,46.6446625737,127.0156169692,46.650299,127.022271,黑龙江省绥化市北林区站前广场,-,绥化站
39.9138985948,116.5677767498,39.9149602035,116.5735810501,39.920616,116.58019,北京市朝阳区三间房路147号,-,三间房站
41.6601176226,123.3487140798,41.6624821633,123.3547329569,41.668872,123.361149,辽宁省沈阳市苏家屯区芍药街,-,苏家屯站
0,0,0,0,0,0,-,-,舒兰站
0,0,0,0,0,0,-,-,三明站
38.8601926874,110.4820032782,38.8609529287,110.4878504939,38.866864,110.494344,陕西省榆林市神木县S20(榆商高速),-,神木站
34.7615655731,111.2271871522,34.760543114,111.2331631139,34.766858,111.239549,河南省三门峡市湖滨区崤山路中段-62号,-,三门峡站
39.8656112946,116.5300629453,39.86676015,116.5359691696,39.872992,116.542397,北京市朝阳区京哈高速辅路,-,商南站
30.5448602798,105.5394381202,30.5421623017,105.5429142631,30.547836,105.549486,四川省遂宁市船山区明月路860,-,遂宁站
43.1655175326,124.366892672,43.1681118331,124.3731261258,43.173757,124.37975,吉林省四平市铁西区站前街,-,四平站
34.4474031386,115.6525860807,34.4460450801,115.6580738803,34.452155,115.664571,河南省商丘市梁园区民安二街115号,-,商丘站
28.4935889802,118.002561012,28.4903360338,118.0076625735,28.496101,118.014254,江西省上饶市信州区站前大道,-,上饶站
39.903356947,116.5653495598,39.9044187106,116.5711538601,39.910077,116.577771,北京市朝阳区西柳巷56号,-,韶山站
0,0,0,0,0,0,-,-,宿松站
23.3745785539,116.7501616655,23.3720032963,116.7547267852,23.378342,116.761156,广东省汕头市龙湖区泰山南路,-,汕头站
27.3531315931,117.4759720194,27.3499680293,117.4812076914,27.356292,117.487619,福建省南平市邵武市解放中路344号,-,邵武站
36.5771957876,113.6619871574,36.5772087126,113.6682688909,36.583286,113.674745,河北省邯郸市涉县迎宾街,-,涉县站
18.2980164223,109.488706768,18.2963764315,109.4928695564,18.302055,109.499415,海南省三亚市育秀路,-,三亚站
40.0144134536,116.2834385759,40.0156542941,116.2894950039,40.021905,116.295942,北京市海淀区肖家河桥,-,三站
40.1257452217,116.4959764691,40.1269963665,116.5020275326,40.13325,116.508441,北京市顺义区X016(高白路),-,亚站
27.2166353291,111.455550302,27.2134248406,111.46114539,27.219651,111.467558,湖南省邵阳市大祥区站南路,-,邵阳站
32.6057576036,110.7762870693,32.6035976092,110.7816193008,32.609666,110.788081,湖北省十堰市茅箭区车站路11号,-,十堰站
46.6430433814,131.1440051628,46.6453047592,131.1521590782,46.651676,131.158482,黑龙江省双鸭山市尖山区站前路,-,双鸭山站
45.107492315,124.810386162,45.1094950352,124.8167161753,45.115733,124.823111,吉林省松原市宁江区建华路辅路,-,松原站
31.3318284274,120.606490293,31.3296612453,120.6106584458,31.335936,120.617116,江苏省苏州市姑苏区北环快速路辅路,-,苏州站
22.5343103301,114.1120779659,22.5316097301,114.1171699659,22.53796,114.123611,广东省深圳市罗湖区和平路南,-,深圳站
33.6399876743,116.9893569466,33.6384825975,116.9948125597,33.644846,117.001265,安徽省宿州市埇桥区宿怀北路298,-,宿州站
31.7236311572,113.411005793,31.7217695855,113.4172338823,31.727995,113.423686,湖北省随州市曾都区站前大道,-,随州站
39.3149367559,112.4415761982,39.3160864652,112.4484211956,39.322396,112.454791,山西省朔州市朔城区迎宾街东段,-,朔州站
22.531084572,113.9026496984,22.5280372131,113.9075152256,22.534124,113.913983,广东省深圳市南山区西站前路,-,深圳西站
0,0,0,0,0,0,-,-,塘豹站
47.9845836701,121.1880516024,47.9867597021,121.1946069212,47.993089,121.200941,内蒙古自治区呼伦贝尔市牙克石市,-,塔尔气站
0,0,0,0,0,0,-,-,潼关站
39.0262552334,117.6349592062,39.027030432,117.6410800072,39.032787,117.647704,天津市滨海新区新胡路,-,塘沽站
39.8946908836,115.555326583,39.8957486862,115.5614420196,39.902076,115.567831,北京市门头沟区,-,塔河站
0,0,0,0,0,0,-,-,通化站
40.1857312117,116.1896414461,40.1870345316,116.1958158913,40.192914,116.202331,北京市昌平区X017(昌流路),-,泰来站
43.1503155287,88.8727193757,43.151693134,88.8752352878,43.15748,88.881829,新疆维吾尔自治区吐鲁番地区吐鲁番市S301,-,吐鲁番站
